,cue_type,condition_type,target_location,cue_direction,cond_type,random_order,fixation_dur,cB_version
0,arrow,congruent,left,left,1,14,1.867339896,1
1,arrow,neutral,left,neutral,3,34,4.104138781,1
2,arrow,congruent,left,left,1,20,5.558849007,1
3,arrow,incongruent,left,right,2,26,1.246404093,1
4,arrow,congruent,left,left,1,16,1.929220223,1
5,arrow,congruent,right,right,1,17,2.896587906,1
